"contig_name","Kingdom","Phylum","Class","Order","Family","Genus","Species","Strain"
"k141_153739_length_59057_cov_17.5341","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_45707_length_56036_cov_42.2195","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",NA,NA
"k141_167376_length_55117_cov_37.9762","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",NA,NA
"k141_194279_length_38877_cov_22.1516","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_169431_length_32026_cov_22.8438","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_93511_length_29083_cov_50.7485","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_28976_length_28906_cov_16.9911","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas mosselii",NA
"k141_34923_length_25882_cov_114.1967","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",NA,NA
"k141_37080_length_20432_cov_14.8759","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_17974_length_19984_cov_18.5843","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k141_183417_length_18571_cov_23.5717","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",NA,NA
"k141_106498_length_13366_cov_102.0032","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",NA,NA
"k141_71966_length_10302_cov_52.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter nosocomialis",NA
"k141_93793_length_7459_cov_102.1371","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea","Pantoea ananatis",NA
"k141_161001_length_5056_cov_6.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_169800_length_4131_cov_7.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_76059_length_3523_cov_99.2596","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_179116_length_1795_cov_5.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_17095_length_113987_cov_1387.5064","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_69337_length_71354_cov_21.9881","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_20339_length_55204_cov_18.9256","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_53363_length_50864_cov_15.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","Enterobacter cancerogenus",NA
"k141_36366_length_48710_cov_16.9944","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_64453_length_30176_cov_26.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter",NA,NA
"k141_18241_length_29054_cov_18.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter",NA,NA
"k141_9121_length_25191_cov_17.9884","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_20143_length_23662_cov_12.8954","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_44807_length_20720_cov_10.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_43272_length_17429_cov_9.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter",NA,NA
"k141_8117_length_17164_cov_12.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter",NA,NA
"k141_25891_length_16675_cov_11.9704","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter",NA,NA
"k141_67110_length_16344_cov_10.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_28743_length_14148_cov_11.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",NA,NA
"k141_20212_length_13814_cov_22.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","Enterobacter cancerogenus",NA
"k141_37919_length_13213_cov_11.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter",NA,NA
"k141_75787_length_12445_cov_10.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter",NA,NA
"k141_71410_length_11917_cov_14.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",NA,NA
"k141_26942_length_11814_cov_65.8289","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",NA,NA
"k141_4616_length_10207_cov_212.3615","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",NA,NA
"k141_15461_length_9921_cov_178.3366","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea","Pantoea ananatis",NA
"k141_2601_length_9499_cov_12.9705","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_17302_length_9475_cov_11.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_28124_length_9003_cov_11.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",NA,NA
"k141_72773_length_8992_cov_11.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_5990_length_7638_cov_143.5700","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea","Pantoea ananatis",NA
"k141_64024_length_7286_cov_9.5265","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter nosocomialis",NA
"k141_64489_length_7015_cov_9.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter",NA,NA
"k141_13543_length_5535_cov_8.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","Enterobacter cancerogenus",NA
"k141_63311_length_4557_cov_7.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","Enterobacter cancerogenus",NA
"k141_1031_length_3838_cov_8.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","Enterobacter cancerogenus",NA
"k141_39797_length_3704_cov_13.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",NA,NA
"k141_28204_length_3398_cov_11.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_8255_length_2992_cov_14.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter",NA,NA
"k141_30047_length_2353_cov_8.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","Enterobacter cancerogenus",NA
"k141_29609_length_1818_cov_9.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k141_32693_length_1061_cov_5.0000","Bacteria","Bacillota","Bacilli",NA,NA,NA,NA,NA
"k141_78714_length_39649_cov_46.1408","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium","uncultured Chryseobacterium sp.",NA
"k141_191441_length_39632_cov_29.0071","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Sphaerotilaceae","Roseateles","Roseateles amylovorans",NA
"k141_10409_length_39187_cov_39.8613","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",NA,NA
"k141_166446_length_29549_cov_41.4887","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",NA,NA
"k141_117619_length_11748_cov_36.0016","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",NA,NA
"k141_66681_length_11430_cov_7.9940","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_193432_length_11070_cov_8.7809","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_10417_length_8634_cov_7.9819","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_47578_length_7392_cov_7.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_157908_length_7120_cov_11.9897","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_98100_length_7023_cov_14.0453","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Comamonadaceae","Paracidovorax","Paracidovorax oryzae",NA
"k141_159957_length_6011_cov_8.9838","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_69299_length_5787_cov_9.9697","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_251583_length_5410_cov_6.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_54868_length_4991_cov_8.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_235652_length_4312_cov_5.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_43076_length_4265_cov_9.5211","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Microbacterium","Microbacterium hydrothermale",NA
"k141_51004_length_3983_cov_6.0034","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_164430_length_3403_cov_5.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_153996_length_2793_cov_6.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_97509_length_2616_cov_9.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter sp. 21871",NA
"k141_194173_length_2097_cov_5.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_15680_length_2027_cov_4.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_150781_length_2008_cov_114.0852","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Comamonadaceae","Paracidovorax","Paracidovorax wautersii",NA
"k141_77784_length_785277_cov_26.3295","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter",NA,NA
"k141_208079_length_750200_cov_276.7368","Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacteraceae","Stenotrophomonas","uncultured Stenotrophomonas sp.",NA
"k141_196916_length_710525_cov_29.9825","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",NA,NA
"k141_45319_length_454344_cov_26.5896","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",NA,NA
"k141_115204_length_432554_cov_174.5586","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k141_259309_length_391634_cov_28.3174","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter",NA,NA
"k141_192096_length_334806_cov_144.9828","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas mosselii",NA
"k141_54878_length_265397_cov_37.8215","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",NA,NA
"k141_34887_length_261180_cov_215.9909","Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacteraceae","Stenotrophomonas","uncultured Stenotrophomonas sp.",NA
"k141_246569_length_259790_cov_209.3214","Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacteraceae","Stenotrophomonas","uncultured Stenotrophomonas sp.",NA
"k141_122703_length_211864_cov_30.5637","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter",NA,NA
"k141_224700_length_210582_cov_27.1541","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",NA,NA
"k141_49088_length_204756_cov_25.8029","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",NA,NA
"k141_171630_length_185443_cov_31.1370","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",NA,NA
"k141_235856_length_178865_cov_30.3728","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter",NA,NA
"k141_131204_length_178042_cov_26.3730","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",NA,NA
"k141_219172_length_171292_cov_27.8055","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter",NA,NA
"k141_98278_length_136269_cov_28.4840","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter",NA,NA
"k141_93273_length_135085_cov_182.1790","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k141_66668_length_132818_cov_170.8067","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k141_185168_length_132415_cov_283.3356","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium","uncultured Chryseobacterium sp.",NA
"k141_208123_length_127438_cov_31.5125","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",NA,NA
"k141_270153_length_122415_cov_30.4522","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",NA,NA
"k141_270840_length_93467_cov_26.9959","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter",NA,NA
"k141_72349_length_89155_cov_150.1720","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas mosselii",NA
"k141_272398_length_74354_cov_309.0762","Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacteraceae","Stenotrophomonas","uncultured Stenotrophomonas sp.",NA
"k141_249864_length_73297_cov_22.7240","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",NA,NA
"k141_120556_length_70338_cov_29.6225","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter",NA,NA
"k141_4474_length_70177_cov_143.1035","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas mosselii",NA
"k141_112050_length_67704_cov_33.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter",NA,NA
"k141_100650_length_64166_cov_27.1902","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter",NA,NA
"k141_7333_length_55930_cov_26.0947","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",NA,NA
"k141_24742_length_53297_cov_27.9990","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter",NA,NA
"k141_180845_length_50285_cov_29.9034","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter",NA,NA
"k141_275417_length_49456_cov_31.0710","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter",NA,NA
"k141_103751_length_40276_cov_30.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",NA,NA
"k141_251040_length_40275_cov_50.1268","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",NA,NA
"k141_217347_length_36388_cov_34.1265","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter",NA,NA
"k141_45455_length_25218_cov_10.1717","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_286476_length_24583_cov_27.5644","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter",NA,NA
"k141_284910_length_19749_cov_33.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter",NA,NA
"k141_228158_length_18258_cov_11.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_277464_length_13907_cov_8.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_173086_length_13060_cov_10.4657","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_19498_length_11246_cov_74.7927","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea","Pantoea ananatis",NA
"k141_245596_length_10512_cov_7.9548","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter nosocomialis",NA
"k141_125282_length_8419_cov_10.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_260050_length_8412_cov_7.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_135850_length_7379_cov_7.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_22414_length_7060_cov_75.8102","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",NA,NA
"k141_194815_length_6535_cov_9.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_69145_length_5868_cov_9.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_282035_length_5589_cov_10.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_230021_length_5585_cov_16.6308","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Comamonadaceae","Paracidovorax","Paracidovorax wautersii",NA
"k141_53430_length_2977_cov_66.6576","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",NA,NA
"k141_10129_length_2049_cov_73.3606","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea","Pantoea ananatis",NA
"k141_277658_length_1903_cov_3.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","uncultured Pseudomonas sp.",NA
"k141_87641_length_485731_cov_24.2917","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k141_195200_length_328808_cov_30.8483","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k141_67928_length_296773_cov_27.6155","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k141_67054_length_287428_cov_26.6152","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k141_158106_length_260989_cov_258.8717","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium",NA,NA
"k141_88905_length_35097_cov_53.2524","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea","Pantoea ananatis",NA
"k141_117232_length_31155_cov_58.0096","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",NA,NA
"k141_143481_length_22134_cov_25.0473","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Comamonadaceae","Paracidovorax","Paracidovorax oryzae",NA
"k141_149539_length_16958_cov_7.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia",NA,NA
"k141_115461_length_12194_cov_8.1858","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia",NA,NA
"k141_117373_length_7718_cov_6.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia",NA,NA
"k141_127165_length_7499_cov_8.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia",NA,NA
"k141_87688_length_5609_cov_7.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia",NA,NA
"k141_182375_length_4868_cov_29.1305","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Comamonadaceae","Paracidovorax","Paracidovorax wautersii",NA
"k141_185539_length_4474_cov_8.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia",NA,NA
"k141_160365_length_4293_cov_6.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia",NA,NA
"k141_122351_length_4284_cov_31.5689","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Comamonadaceae","Paracidovorax","Paracidovorax wautersii",NA
"k141_108262_length_3976_cov_9.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales",NA,NA,NA,NA
"k141_45985_length_3642_cov_595.6727","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_25218_length_1771_cov_12.0000","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Comamonadaceae","Acidovorax","Acidovorax sp. PRC11",NA
"k141_71334_length_1504_cov_8.0000","Bacteria","Bacteroidota","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium",NA,NA
"k141_47110_length_1062_cov_3.0000","Bacteria","Bacillota","Bacilli","Bacillales",NA,"Exiguobacterium",NA,NA
"k141_37070_length_722847_cov_39.9994","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k141_180618_length_558474_cov_47.5722","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k141_126728_length_492673_cov_30.5422","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k141_117692_length_447859_cov_27.6642","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k141_181739_length_419399_cov_52.0058","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k141_46105_length_147864_cov_176.6288","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_221075_length_77483_cov_32.2579","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Comamonadaceae","Paracidovorax","Paracidovorax wautersii",NA
"k141_151094_length_19689_cov_13.9897","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_168468_length_18111_cov_11.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_89216_length_16347_cov_13.0123","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_61291_length_13609_cov_12.8583","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_36409_length_13167_cov_15.7781","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_71608_length_9318_cov_17.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_38220_length_8032_cov_16.6929","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_16035_length_7895_cov_21.4258","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_115750_length_6217_cov_15.0115","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_63916_length_5349_cov_11.1018","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_31947_length_4512_cov_7.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
